label,track_name,artists,popularity,duration,explicit,track_genre
4,Dye It Red,beabadoobee,49,189932,True,bedroom pop
4,LET'S NOT FALL IN LOVE,BIGBANG,64,211926,False,k-pop
4,Bored to Death,blink-182,63,235613,False,pop punk
4,Los Angeles,blink-182,44,183266,False,pop punk
4,Motherfucker Are You Ready To Rock?,Boris the Sprinkler,1,173333,False,ska punk
4,Punk Rock 101,Bowling For Soup,53,188320,False,pop punk
4,Bad Reputation,Joan Jett & the Blackhearts,69,169186,False,rock
4,I Wan'na Be Like You,The Bridge City Sinners,34,174318,False,folk punk
4,First Day of My Life,Bright Eyes,66,188877,False,indie folk
4,Run,BTS,69,236748,False,k-pop
4,My Oh My (feat. DaBaby),Camila Cabello,77,171375,False,
4,Devil Town,Cavetown,72,179955,False,bedroom pop
4,Fool,Cavetown,61,233785,False,bedroom pop
4,Femininomenon,Chappell Roan,76,219710,True,
4,The Giver,Chappell Roan,73,202768,False,
4,Vindicated,Dashboard Confessional,61,201346,False,emo
4,The Brilliant Dance,Dashboard Confessional,34,182626,False,emo
4,I'm The One,Descendents,53,135133,False,punk
4,INVISIBLE,Duran Duran,74,191459,False,new wave
4,CROOKED,G-DRAGON,69,224792,False,k-pop
4,Baby You're a Haunted House,Gerard Way,56,166361,False,
4,LOVE WHISPER,GFRIEND,55,211972,False,k-pop
4,Lil’ Touch,Girls' Generation-Oh!GG,54,189846,False,k-pop
4,FTN,Goldfinger,17,117466,True,ska punk
4,Close To You,Gracie Abrams,69,225973,False,
4,Off The Record,IVE,61,188733,False,k-pop
4,"Kokomo, IN",Japanese Breakfast,63,218744,False,
4,Smart,LE SSERAFIM,68,166384,False,k-pop
4,Touch-Tone Telephone,Lemon Demon,57,282732,False,
4,Emily Orphan,Local News Legend,20,113102,False,folk punk
4,Being Me!,Local News Legend,13,104500,True,folk punk
4,Butterfly,LOONA,51,237707,False,k-pop
4,Dream Sweet in Sea Major,Miracle Musical,71,420012,False,
4,bet u wanna,Sabrina Carpenter,65,191025,False,pop
4,Two Time,Jack Stauber's Micropop,69,139850,False,
4,Baby Hotline,Jack Stauber's Micropop,71,291317,False,
4,Pretty U,SEVENTEEN,65,207299,False,k-pop
4,The Bidding,Tally Hall,66,160613,False,
4,Siren,SUNMI,46,199133,False,k-pop
4,Rewind,Wonder Girls,70,213480,False,k-pop
4,1985,Bowling For Soup,71,193000,False,pop punk
4,1985,Bowling For Soup,71,193000,False,pop punk
4,Almost,Bowling For Soup,58,206160,True,pop punk
4,Stacy's Mom,Bowling For Soup,58,193042,False,pop punk
4,Ohio (Come Back To Texas),Bowling For Soup,54,230560,False,pop punk
4,Punk Rock 101,Bowling For Soup,53,188320,False,pop punk
4,Hello Kitty,Jazmin Bean,59,151400,True,
4,The fifth season (SSFWL),OH MY GIRL,52,240386,False,k-pop
4,CLOSER,OH MY GIRL,48,207413,False,k-pop
4,jellyous,ILLIT,75,163243,False,k-pop
4,Strawberry Rush,CHUU,55,176240,False,k-pop
4,FIESTA,IZ*ONE,61,217760,False,k-pop
4,Bad Things (with Camila Cabello),mgk,72,239293,False,
4,It's Been So Long,The Living Tombstone,77,174394,False,
4,Basics in Behavior - Blue Version,The Living Tombstone,61,237751,False,
4,Happy Place,ZAMination,58,146006,False,
4,Just Monika: a Doki Doki Literature Club Song,Random Encounters,54,226736,False,
4,Alone Infection,NAOKI,44,271969,False,
4,Alexander Hamilton,Leslie Odom Jr.,74,236737,False,musicals
4,BxMxC,BABYMETAL,57,183025,False,j-rock
4,Concrete,Poppy,18,200743,False,
4,The Gravity,Naoki Hashimoto,42,404047,False,
4,Symphony,NAOKI,50,356034,False,
4,99,MOB CHOIR,61,237386,False,anime
4,99.9,MOB CHOIR,57,188706,False,anime
4,I Only Eat Candy,Nerf Herder,14,196866,False,
4,Juliet - Live at Hoxton Hall,Cavetown,29,323677,False,bedroom pop
4,All My Friends Are Dead,Turbonegro,51,158426,False,norsk rock
4,Talking To Myself,The Linda Lindas,31,142124,False,riot grrrl
4,Claudia Kishi,The Linda Lindas,25,100540,False,riot grrrl
4,Cabinet Man,Lemon Demon,56,262739,False,
4,High School Yum Yum,The Donnas,5,86440,False,riot grrrl
4,I Don't Wanna Go to School,The Donnas,6,124333,False,riot grrrl
4,Pool Party,The Aquabats!,39,255600,False,ska
4,Red Sweater!,The Aquabats!,38,204026,False,ska
4,Do The Sprinkler,Boris the Sprinkler,1,74040,False,ska punk
4,Shopping Spree,Atom And His Package,7,191453,False,folk punk
4,Undercover Funny,Atom And His Package,11,128906,False,folk punk
4,Anarchy Means I Litter,Atom And His Package,15,160040,False,folk punk
4,Neutral Spirit Hotel,Local News Legend,36,88706,True,folk punk
4,I Saw a Ghost,the tenth,3,109377,False,
4,An Idea For A Movie,The Vandals,39,159093,False,punk
4,Do The Sprinkler,Boris the Sprinkler,1,74040,False,ska punk
4,Los Angeles,blink-182,44,183266,False,pop punk
4,Home Is Such a Lonely Place,blink-182,52,201480,False,pop punk
4,Twin Size Mattress,The Front Bottoms,71,264676,False,midwest emo
4,Lone Star,The Front Bottoms,61,230050,False,midwest emo
4,False Teeth,Worst Party Ever,17,158388,False,midwest emo
3,I'd Rather Sleep,Kero Kero Bonito,66,115352,False,
3,Fish Bowl,Kero Kero Bonito,33,105521,False,
3,Heard a Song,Kero Kero Bonito,32,199082,False,
3,Waking Up,Kero Kero Bonito,35,177000,False,
3,It's Alright,Mother Mother,59,175000,False,
3,Arms Tonite,Mother Mother,66,216666,False,
3,cliché,mxmtoon,50,184272,False,bedroom pop
3,prom dress,mxmtoon,67,197933,False,bedroom pop
3,2004 Breakup,The Gentle Men,38,211322,True,
3,Are You Satisfied?,MARINA,69,198960,False,
3,Hermit the Frog,MARINA,58,213560,True,
3,Welcome to Tally Hall,Tally Hall,48,310560,False,
3,Strange,Toshi,14,207886,True,k-rap
3,Pretty Girl,Clairo,76,178352,False,bedroom pop
3,This Town,Niall Horan,57,232600,False,
3,Perfect,One Direction,82,230341,False,
3,It's Dangerous to Go Alone,Starbomb,45,161436,True,comedy
3,Cabo,Ricky Montgomery,54,147760,False,
3,Choice,Jack Stauber's Micropop,62,39591,False,
3,Baby Hotline,Jack Stauber's Micropop,71,291317,False,
3,Lovers of Loving Love,The Aquabats!,28,162666,False,ska
3,Boys Will Be Bugs - Live at Hoxton Hall,Cavetown,34,279625,True,bedroom pop
3,Lemon Boy,Cavetown,62,272902,False,bedroom pop
3,Eighth Wonder,Lemon Demon,50,282126,False,
3,we fell in love in october,girl in red,87,184153,False,bedroom pop
3,girls,girl in red,43,198400,False,bedroom pop
3,i wanna be your girlfriend,girl in red,48,204990,False,bedroom pop
3,Happy Birthday Ralph,Atom And His Package,9,142853,False,folk punk
3,Sheena's Got a Microwave,Boris the Sprinkler,7,140293,False,ska punk
3,Daisy,Ashnikko,67,146523,True,
3,STUPID (feat. Yung Baby Tate),Ashnikko,64,167317,True,
3,Deal With It (feat. Kelis),Ashnikko,60,191149,True,
3,Dancing Queen,ABBA,85,230400,False,
3,PA PA YA!!,BABYMETAL,54,235159,False,j-rock
3,Cloud 9,Beach Bunny,72,147350,False,
3,I'm Just Your Problem (feat. Olivia Olson),Adventure Time,60,116811,False,
3,Dropdown Rainbow,Adventure Time,20,41244,False,
3,"Good Little Girl (feat. Donald Glover, Madeleine Martin & Roz Ryan)",Adventure Time,57,111159,False,
3,Part of the Madness (feat. Rebecca Sugar),Adventure Time,52,134572,False,
3,Crazy Rap (Colt 45 & 2 Zig Zags),Afroman,71,328666,True,
3,Agust D,Agust D,69,234082,True,k-pop
3,give it to me,Agust D,62,149524,True,k-pop
3,Tony Montana (Feat. Yankie),Agust D,58,207873,True,k-pop
3,so far away (Feat. SURAN),Agust D,64,358270,True,k-pop
3,it boy,bbno$,71,146426,True,
3,two,bbno$,73,135212,True,
3,24/Seven,Big Time Rush,57,189546,False,
3,Hurricane,Bridgit Mendler,69,243986,False,
3,Please Please Please,Sabrina Carpenter,80,186365,True,pop
3,ballad of a homeschooled girl,Olivia Rodrigo,70,203369,False,
3,get him back!,Olivia Rodrigo,76,211141,True,
3,love is embarrassing,Olivia Rodrigo,74,154516,True,
3,"jealousy, jealousy",Olivia Rodrigo,81,173160,False,
3,Good Graces,Sabrina Carpenter,78,185265,True,pop
3,Taste,Sabrina Carpenter,87,157279,False,pop
3,my tears ricochet,Taylor Swift,80,255893,False,
3,Fortnight (feat. Post Malone),Taylor Swift,82,228965,False,
3,Just One Day,BTS,51,239469,False,k-pop
3,Rain,BTS,61,264666,False,k-pop
3,Danger,BTS,67,245140,False,k-pop
3,Gimmie Love,Carly Rae Jepsen,41,202232,False,
3,I Really Like You,Carly Rae Jepsen,65,204773,False,
3,Vanilla Twilight,Owl City,63,231706,False,
3,Fireflies,Owl City,79,228346,False,
3,The Subway,Chappell Roan,86,252276,True,
3,Be Sweet,Japanese Breakfast,67,195370,False,
3,Washing Machine Heart,Mitski,83,128198,False,
3,Nobody,Mitski,75,193429,False,
3,Sex Sells,Lovejoy,56,246124,True,
3,One Day,Lovejoy,58,144374,True,
3,Rät,Penelope Scott,71,194165,True,
3,Marlboro Nights,Lonely God,69,68522,False,
3,Backyard Boy,Claire Rosinkranz,63,129240,False,
3,space girl (feat. chloe moriondo),Frances Forever,38,232600,False,bedroom pop
3,National Anthem,Lana Del Rey,60,230520,False,
3,That Funny Feeling,Bo Burnham,58,301110,False,comedy
3,Blah Blah Blah,The Oozes,56,232000,True,riot grrrl
3,Flamingo,Kero Kero Bonito,55,197528,False,
3,New Year’s Day,Taylor Swift,71,235466,False,
3,Brooklyn Baby,Lana Del Rey,84,351640,True,
3,Off To The Races,Lana Del Rey,47,299920,False,
3,Diet Mountain Dew,Lana Del Rey,48,222920,False,
3,Break It Off - Bonus,PinkPantheress,73,96133,False,bedroom pop
3,Bingle Bangle,AOA,44,221778,False,k-pop
3,Excuse Me,AOA,53,224948,False,k-pop
3,WHISTLE,BLACKPINK,73,211631,False,k-pop
3,Really,BLACKPINK,59,197789,False,k-pop
3,Sad Sad Situation - Dirty,Bowling For Soup,28,145760,True,pop punk
3,Really Might Be Gone - Dirty,Bowling For Soup,27,223333,True,pop punk
3,No Longer,Boris the Sprinkler,2,114440,False,ska punk
3,"Dear Maria, Count Me In",All Time Low,80,182826,False,pop punk
3,What the World Needs,Tiffany Tatreau,56,183549,False,musicals
3,Converse High,BTS,60,209715,False,k-pop
3,Love Is Not Over (Full Length Edition),BTS,58,221619,False,k-pop
3,IV. Sweatpants,Childish Gambino,66,180675,True,
3,DNA.,Kendrick Lamar,51,185946,False,hip hop
3,Disaster,Conan Gray,62,153096,False,
3,"Dance, Dance",Fall Out Boy,78,180266,False,emo
3,DANCE DANCE,DAY6,45,223190,False,k-rock
3,Bonnie & Clyde,DEAN,55,224606,False,k-rap
